,PN,REF,ISD,CPC,IPC,b_cits
501,9424861,8,2016-08-23,16,8,"['2180522', '3704345', '3710321', '3828132', '3979557', '4013085', '4081631', '4090216', '4107784', '4108211', '4159536', '4181821', '4204089', '4241286', '4253477', '4278838', '4282405', '4310721', '4332464', '4348553', '4386345', '4433377', '4451849', '4485439', '4495644', '4513379', '4555775', '4586158', '4587670', '4589022', '4611346', '4615081', '4618984', '4642790', '4653021', '4655233', '4658425', '4680429', '4688195', '4692941', '4698625', '4718094', '4724542', '4726065', '4727354', '4754489', '4755811', '4776016', '4783804', '4783807', '4790028', '4807752', '4811243', '4813074', '4819271', '4827520', '4829576', '4833712', '4833718', '4837798', '4837831', '4839853', '4852168', '4862504', '4878230', '4896359', '4903305', '4905163', '4914586', '4914590', '4926491', '4928307', '4935954', '4939639', '4941488', '4944013', '4965763', '4972462', '4977598', '4992972', '4994983', '5003577', '5010574', '5016002', '5020112', '5021971', '5022081', '5027110', '5027406', '5031217', '5032989', '5033087', '5040218', '5046099', '5047614', '5050215', '5053758', '5057915', '5067158', '5067503', '5072452', '5075896', '5079723', '5083119', '5086792', '5091945', '5111423', '5119079', '5122951', '5125022', '5127043', '5127053', '5127055', '5133011', '5142584', '5148541', '5161102', '5164900', '5164982', '5165007', '5167004', '5175536', '5175803', '5179652', '5194950', '5195034', '5197005', '5199077', '5201034', '5202952', '5208862', '5210689', '5212821', '5216747', '5218700', '5220639', '5220657', '5222146', '5230036', '5235680', '5241619', '5253325', '5257387', '5260697', '5266931', '5266949', '5267345', '5268990', '5274771', '5274818', '5276616', '5276794', '5283818', '5287448', 'RE34562', '5291286', '5293448', '5293452', '5297170', '5297194', '5299125', '5299284', '5301109', '5305205', '5305768', '5309359', '5315689', '5317507', '5317647', '5325297', '5325298', '5326270', '5327498', '5333236', '5333266', '5333275', '5335011', '5335276', '5341293', '5341466', '5345536', '5349645', '5353376', '5353377', '5353432', '5367640', '5371853', '5373566', '5377301', '5384892', '5384893', '5386494', '5390236', '5390279', '5396625', '5400434', '5404295', '5406305', '5408060', '5412756', '5412804', '5412806', '5418951', '5422656', '5424947', '5425108', '5428731', '5442598', '5444823', '5449368', '5455888', '5459488', '5463725', '5465401', '5469529', '5471611', '5475587', '5475796', '5477448', '5481739', '5485372', '5485543', '5491772', '5493677', '5495604', '5497319', '5500903', '5502774', '5502790', '5502791', '5515475', '5521816', '5524140', '5535121', '5536902', '5537317', '5537618', '5537647', '5543588', '5543897', '5555344', '5559301', '5559945', '5564446', '5565888', '5568536', '5568540', '5570324', '5572576', '5574823', '5574824', '5577135', '5578808', '5579037', '5579436', '5581484', '5581652', '5581655', '5583993', '5584024', '5594641', '5596676', '5596994', '5613036', '5617507', '5619694', '5621859', '5642464', '5642519', '5644727', '5664055', '5675819', '5687077', '5696962', '5701400', '5706442', '5710886', '5712957', '5715468', '5721827', '5729694', '5732390', '5734791', '5737734', '5749081', '5759101', '5777614', '5790978', '5794182', '5794207', '5794237', '5799276', '5822743', '5825881', '5828999', '5835893', '5839106', '5845255', '5857184', '5860063', '5862223', '5864806', '5864844', '5867799', '5873056', '5875437', '5884323', '5895464', '5913193', '5930769', '5933822', '5936926', '5940811', '5941944', '5943670', '5948040', '5956699', '5960422', '5963924', '5966126', '5970474', '5974146', '5982891', '5987132', '5987140', '5987440', '5999908', '6016471', '6023684', '6024288', '6026345', '6026375', '6026388', '6026393', '6029132', '6038533', '6055514', '6055531', '6064960', '6070147', '6076051', '6076088', '6078914', '6081774', '6094649', '6105865', '6108627', '6119101', '6122616', '6125356', '6173261', '6173279', '6177905', '6195641', '6205456', '6208971', '6233578', '6260024', '6266637', '6275824', '6285786', '6308149', '6311189', '6317707', '6356854', '6356905', '6366883', '6366884', '6449620', '6460029', '6477488', '6487534', '6505158', '6505175', '6505183', '6510417', '6523172', '6546388', '6553344', '6556983', '6584464', '6601234', '6604059', '6615175', '6615220', '6625583', '6631346', '6654740', '6665641', '6680675', '6684187', '6691064', '6697780', '6701294', '6711585', '6718324', '6766320', '6778952', '6778962', '6778970', '6829603', '6847966', '6847979', '6901399', '6912499', '6924828', '6937986', '6957076', '6980955', '6988071', '7058569', '7084758', '7093693', '7127403', '7139722', '7152070', '7302686', '7389224', '7427024', '7528713', '7558730', '7577522', '7603381', '7649454', '7711565', '7747616', '7756868', '7818291', '7853574', '7885844', '7890652', '7925525', '7930197', '7949534', '7986431', '7996228', '7999669', '8065155', '8065156', '8069422', '8078473', '8117037', '8131557', '8138912', '8166019', '8188856', '8190359', '8205788', '8285551', '8285553', '8290778', '8290781', '8296146', '8296153', '8301456', '8311834', '8370158', '8371503', '8374871', '8447612', '8660849', '8670979', '8706503', '8731942', '8799000', '2001/0005859', '2001/0020259', '2001/0027396', '2001/0041021', '2001/0042107', '2001/0047264', '2001/0056347', '2002/0002413', '2002/0010581', '2002/0010726', '2002/0010798', '2002/0013784', '2002/0015064', '2002/0021278', '2002/0026456', '2002/0031254', '2002/0032564', '2002/0035467', '2002/0035469', '2002/0045961', '2002/0046025', '2002/0052730', '2002/0052740', '2002/0054094', '2002/0055934', '2002/0065659', '2002/0067308', '2002/0069220', '2002/0072908', '2002/0077082', '2002/0077817', '2002/0078041', '2002/0085037', '2002/0087508', '2002/0095286', '2002/0099547', '2002/0103641', '2002/0109709', '2002/0111810', '2002/0116082', '2002/0120697', '2002/0122053', '2002/0126097', '2002/0133348', '2002/0138254', '2002/0138616', '2002/0140679', '2002/0143542', '2002/0143826', '2002/0152045', '2002/0152255', '2002/0154160', '2002/0161865', '2002/0164000', '2002/0165918', '2002/0169592', '2002/0173273', '2002/0173961', '2002/0173962', '2002/0173966', '2002/0177993', '2002/0189426', '2002/0191029', '2002/0198714', '2003/0002632', '2003/0026402', '2003/0028380', '2003/0033214', '2003/0037254', '2003/0040908', '2003/0046434', '2003/0050781', '2003/0051136', '2003/0061317', '2003/0074457', '2003/0076301', '2003/0078969', '2003/0079024', '2003/0080991', '2003/0083878', '2003/0090467', '2003/0090474', '2003/0095096', '2003/0097379', '2003/0097408', '2003/0115186', '2003/0122787', '2003/0128819', '2003/0133694', '2003/0134678', '2003/0145285', '2003/0147512', '2003/0149567', '2003/0149978', '2003/0152203', '2003/0160702', '2003/0164848', '2003/0171928', '2003/0171936', '2003/0187655', '2003/0187844', '2003/0187925', '2003/0193481', '2003/0195741', '2003/0197736', '2003/0200858', '2003/0204392', '2003/0204492', '2003/0208756', '2003/0210266', '2003/0214519', '2003/0224760', '2003/0228863', '2003/0228909', '2003/0229490', '2003/0229616', '2003/0233240', '2003/0236663', '2004/0001396', '2004/0012556', '2004/0013252', '2004/0021676', '2004/0022373', '2004/0023643', '2004/0030556', '2004/0030996', '2004/0036715', '2004/0048627', '2004/0049391', '2004/0056899', '2004/0059577', '2004/0059790', '2004/0062367', '2004/0064593', '2004/0069122', '2004/0070567', '2004/0070612', '2004/0073427', '2004/0076086', '2004/0078382', '2004/0086120', '2004/0093213', '2004/0093215', '2004/0094018', '2004/0100479', '2004/0107169', '2004/0111332', '2004/0122656', '2004/0125088', '2004/0125922', '2004/0127198', '2004/0128137', '2004/0133817', '2004/0135774', '2004/0136510', '2004/0153306', '2004/0160419', '2004/0178994', '2004/0183833', '2004/0236778', '2005/0015772', '2005/0091118', '2005/0108074', '2005/0114124', '2005/0114140', '2005/0163288', '2005/0165607', '2005/0182629', '2005/0196733', '2005/0288936', '2006/0061488', '2006/0117002', '2006/0156252', '2007/0027732', '2007/0100790', '2007/0185754', '2008/0079566', '2008/0082390', '2008/0082651', '2008/0313335', '2009/0006100', '2009/0094033', '2009/0112677', '2009/0191895', '2009/0239552', '2009/0287583', '2009/0306967', '2010/0081456', '2010/0088020', '2010/0146442', '2010/0312547', '2011/0060807', '2011/0130958', '2011/0161309', '2011/0195758', '2011/0260861', '2011/0314404', '2012/0016678', '2012/0022872', '2012/0149394', '2012/0214517', '2012/0245944', '2012/0265528', '2012/0271676', '2012/0311583', '2012/0311584', '2012/0311585', '2013/0110505', '2013/0110515', '2013/0110518', '2013/0110519', '2013/0110520', '2013/0111348', '2013/0111487', '2013/0115927', '2013/0117022', '2013/0185074', '2013/0275138', '2013/0275164', '2013/0275875', '2013/0275899', '2014/0195252']"
502,9424533,10,2016-08-23,15,5,"['7689529', '7697761', '7698236', '7721336', '7734400', '7734451', '7739337', '7742103', '7761742', '7769512', '7783580', '7784295', '7792746', '7792750', '7797268', '7801840', '7805396', '7805397', '7805984', '7817854', '7832511', '7836496', '7840500', '7844564', '7853538', '7857976', '7864552', '7869989', '7895135', '7925874', '7930265', '7934499', '7941350', '7966061', '7974455', '7991754', '7999857', '8004544', '8015196', '8016319', '8054592', '8077983', '8108207', '2009/0281906']"
503,9413775,0,2016-08-09,9,5,"['5243704', '5253141', '5301089', '5537111', '6242984', '6598124', '7343222', '7461130', '7521138', '7594015', '7603441', '7962425', '8035337', '8180999', '8429381', '8664911', '8738832', '8819395', '9154362', '2005/0160424', '2007/0073861', '2008/0027591', '2008/0133052', '2010/0145536', '2013/0194737']"
504,9386152,48,2016-07-05,9,7,"['6067357', '6134315', '6178239', '6603854', '6718551', '7065188', '7487094', '7536002', '7606718', '8054964', '8200527', '8223944', '8369495', '8473423', '8484031', '8767948', '9008283', '2002/0002460', '2003/0023444', '2004/0249650', '2005/0135595', '2006/0062376', '2006/0179064', '2006/0215831', '2007/0019801', '2007/0036320', '2007/0071222', '2007/0121824', '2007/0263838', '2007/0265990', '2007/0280460', '2008/0033816', '2008/0095355', '2008/0118051', '2008/0240376', '2008/0240395', '2009/0010419', '2009/0285384', '2010/0063815', '2010/0157851', '2010/0158210', '2010/0205129', '2010/0278318', '2011/0002457', '2011/0010173', '2011/0230229', '2012/0059815', '2012/0140905', '2012/0284085', '2013/0163746', '2013/0204667', '2013/0232012', '2014/0006218', '2014/0089327', '2014/0140494', '2014/0270108', '2014/0270109', '2014/0270146', '2014/0314225', '2015/0189085']"
505,9384454,0,2016-07-05,6,8,"['8448170', '8706947', '8819695', '2008/0140759', '2008/0140760', '2008/0140857', '2009/0024713', '2009/0125796', '2010/0017783', '2010/0199276', '2012/0016713', '2012/0053974', '2012/0069131', '2012/0254834', '2012/0260228', '2012/0324069', '2013/0104150', '2013/0282746', '2014/0075433', '2014/0195666']"
506,9367806,27,2016-06-14,13,3,"['4862390', '5121470', '5185857', '5533029', '5544222', '5598534', '5812117', '5956637', '6087952', '6122527', '6128012', '6202060', '6226665', '6493717', '6549625', '6636873', '6654762', '6795706', '6832084', '6871068', '6879989', '6889139', '6895234', '6959436', '7113946', '7117225', '7328030', '7444143', '7450962', '7483905', '7523112', '7685127', '7756525', '7756829', '7779029', '7805397', '7813714', '7831554', '7865924', '7885635', '7945687', '7958270', '8031694', '8041372', '8099332', '8103272', '8145663', '8190645', '8204911', '8214409', '8266187', '8290898', '8291408', '8335805', '8359223', '8401539', '8412150', '8417740', '2001/0044732', '2002/0078209', '2002/0161735', '2002/0174189', '2003/0046451', '2003/0065662', '2004/0010699', '2004/0049476', '2004/0098394', '2004/0128327', '2004/0203845', '2004/0224675', '2004/0229595', '2004/0249785', '2004/0249857', '2005/0044165', '2005/0076069', '2005/0086203', '2005/0149517', '2005/0149542', '2005/0289105', '2006/0136454', '2006/0212846', '2007/0049246', '2007/0136264', '2007/0291757', '2008/0005054', '2008/0039062', '2008/0040782', '2008/0045205', '2008/0086481', '2008/0091763', '2008/0126403', '2008/0172274', '2008/0189250', '2008/0281825', '2009/0070149', '2009/0106360', '2009/0176529', '2009/0201908', '2009/0217375', '2009/0254594', '2009/0275331', '2010/0023531', '2010/0023541', '2010/0077468', '2010/0082536', '2010/0088316', '2010/0159903', '2010/0223228', '2010/0257376', '2010/0278162', '2011/0010344', '2011/0016089', '2011/0106448', '2011/0119758', '2011/0145210', '2011/0145242', '2011/0161290', '2011/0258345', '2011/0314482', '2012/0016901', '2012/0101993', '2012/0131116', '2012/0159393', '2012/0173485', '2012/0183221', '2012/0209925', '2012/0209948', '2013/0036089', '2013/0198171']"
507,9364950,2,2016-06-14,9,7,"['4687457', '4820233', '4853771', '4889027', '5042807', '5063603', '5355435', '5378188', '5638359', '5673367', '5875108', '6009418', '6014653', '6253058', '6259988', '6338013', '6435936', '6458157', '6545705', '6545708', '6546291', '6547631', '6560511', '6565407', '6581046', '6615108', '6682392', '6697711', '6760645', '7235013', '7849030', '8015130', '8015785', '8145355', '8145492', '8315305', '8467623', '8731295', '8793205', '8954193', '9043952', '2001/0045809', '2002/0038294', '2002/0072293', '2002/0081937', '2002/0156556', '2002/0158599', '2002/0183895', '2002/0198854', '2003/0050903', '2003/0232568', '2004/0153211', '2004/0158358', '2004/0162638', '2004/0193670', '2004/0212148', '2005/0015351', '2005/0022751', '2005/0036649', '2005/0049749', '2005/0065651', '2005/0283450', '2006/0069448', '2006/0161218', '2007/0037475', '2007/0176643', '2007/0208678', '2007/0239315', '2007/0258329', '2008/0039974', '2008/0294074', '2009/0014402', '2009/0043722', '2009/0153499', '2009/0287624', '2010/0086171', '2010/0166320', '2010/0286824', '2010/0292835', '2011/0016071', '2011/0119214', '2011/0119215', '2012/0011090', '2012/0109866', '2012/0143495', '2012/0173021', '2012/0185092', '2012/0209428', '2012/0209432', '2012/0303091', '2012/0308076', '2012/0308136', '2013/0073496', '2013/0073500', '2013/0116827', '2013/0151450', '2013/0218821', '2013/0251278', '2013/0325768', '2013/0325773', '2013/0325774', '2013/0325775', '2014/0016858', '2014/0089232', '2014/0276951', '2015/0234385']"
508,9364746,73,2016-06-14,7,3,"['6299535', '6763273', '6763325', '7260560', '8506372', '8721412', '2004/0224741', '2004/0224742', '2004/0266506', '2005/0148388', '2006/0030407', '2006/0035692', '2006/0148546', '2007/0066403', '2007/0117615', '2007/0149285', '2007/0149288', '2007/0149290', '2007/0191101', '2009/0163272', '2010/0216530', '2010/0216553', '2013/0337911']"
509,9361503,1,2016-06-07,3,2,"['5120940', '5352878', '5401949', '5504318', '5943170', '6708884', '7128270', '7181066', '7260266', '7451931', '7558709', '7677457', '7766241', '8322620', '8385971', '8505823', '8523075', '8542281', '2009/0092333', '2010/0187311', '2011/0068175', '2011/0274361', '2012/0256001', '2013/0161398', '2013/0223673', '2013/0240628']"
510,9349098,3,2016-05-24,14,4,['NULL']
511,9342732,0,2016-05-17,9,5,['NULL']
512,9342500,0,2016-05-17,4,3,"['4084148', '4318081', '4486775', '4642526', '5125039', '5554983', '5757287', '5767793', '5940011', '6069696', '6144916', '6247538', '6477272', '6529614', '6532301', '6590521', '6611622', '6683969', '6701026', '6704454', '6724931', '6731204', '6731777', '6735632', '6741744', '6775395', '6788817', '6792147', '6853738', '6952496', '6958683', '6963657', '6987864', '7020329', '7046167', '7092566', '7148913', '7158015', '7187445', '7239228', '7255161', '7403641', '7480570', '7554484', '7558762', '7574045', '7599894', '7672911', '7844242', '8326637', '8949124', '2001/0041980', '2004/0167847', '2005/0162513', '2005/0177745', '2007/0265850', '2007/0299802', '2008/0159744', '2008/0256008', '2008/0313126', '2009/0138415', '2010/0077114', '2010/0082230', '2010/0088258', '2010/0228447', '2011/0045839', '2012/0209848', '2013/0054228']"
513,9336492,6,2016-05-10,14,2,"['4053991', '4175418', '4253244', '4293854', '4471424', '4558523', '4583300', '4688332', '4800653', '4930229', '5884225', '6530160', '6937939', '2003/0033057', '2006/0196158', '2007/0005451', '2011/0313577', '2014/0249893', '2014/0360045', '2015/0370935', '2016/0024598']"
514,10051442,3,2018-08-14,8,5,"['5012409', '6757362', '7844460', '8166173', '8370155', '8700008', '8837906', '9288035', '9961516', '2002/0037735', '2002/0102999', '2003/0017836', '2003/0153343', '2003/0154249', '2003/0231639', '2005/0197146', '2005/0202836', '2005/0260988', '2006/0161394', '2006/0270362', '2007/0021136', '2007/0065357', '2007/0103294', '2007/0150286', '2007/0155346', '2008/0112545', '2008/0125059', '2008/0126095', '2008/0159177', '2008/0200162', '2008/0207167', '2008/0220765', '2008/0233944', '2008/0243501', '2008/0248792', '2009/0098898', '2009/0125584', '2009/0325621', '2010/0087142', '2010/0087199', '2010/0286490', '2011/0044226', '2011/0143651', '2011/0161399', '2011/0199915', '2011/0231353', '2012/0134352', '2012/0192080', '2012/0244812', '2013/0021965', '2013/0066551', '2013/0109425', '2013/0157708', '2014/0019873', '2014/0074483', '2014/0187280', '2014/0358549', '2014/0370895', '2015/0072716', '2015/0113105', '2015/0169287', '2015/0173106', '2015/0236843', '2015/0279348', '2015/0319585', '2016/0044064', '2016/0063893', '2016/0135229', '2016/0135230', '2016/0170710', '2016/0173644', '2016/0179787', '2016/0205517', '2016/0337291', '2016/0352567', '2017/0004324', '2017/0026318', '2017/0140068', '2017/0147919', '2017/0311256', '2017/0357480', '2018/0143803']"
515,10049153,1,2018-08-14,7,5,"['7266535', '7287041', '7409335', '7454393', '7725334', '7949589', '7958066', '8281374', '8285636', '8593274', '8627221', '8983996', '9336285', '9400841', '2002/0016070', '2003/0009385', '2003/0101153', '2003/0177032', '2004/0122846', '2004/0199489', '2006/0010217', '2007/0016563', '2007/0050191', '2007/0067293', '2007/0124263', '2007/0203863', '2008/0010058', '2008/0276159', '2008/0318197', '2009/0192687', '2009/0222437', '2009/0287678', '2009/0292687', '2009/0300586', '2009/0327809', '2010/0031234', '2010/0153156', '2010/0185566', '2011/0314102', '2012/0041849', '2012/0078837', '2012/0124071', '2012/0164991', '2012/0296743', '2012/0329031', '2013/0144605', '2013/0191680', '2013/0246129', '2013/0268519', '2014/0032470', '2014/0172880', '2014/0172883', '2014/0195532', '2014/0214820', '2014/0297268', '2015/0032724', '2015/0052092', '2015/0127598', '2015/0169395', '2015/0356142', '2016/0117485', '2016/0132773', '2016/0134961', '2016/0140216', '2016/0154892', '2016/0171392']"
516,10048683,14,2018-08-14,30,5,"['5220507', '6122572', '6301542', '7036128', '8123642', '8126642', '8392064', '8914182', '8977007', '8996224', '9008952', 'D743978', '9194168', '9201426', '9384443', '9494439', '9613274', '9760090', '2001/0029425', '2002/0131608', '2004/0017073', '2004/0068354', '2005/0182558', '2005/0216181', '2006/0064202', '2006/0089763', '2006/0100871', '2007/0093946', '2007/0198145', '2008/0033645', '2008/0084283', '2008/0320421', '2009/0036090', '2009/0240647', '2009/0276149', '2009/0306989', '2010/0017046', '2010/0082193', '2010/0106356', '2010/0153111', '2010/0228533', '2010/0256852', '2010/0286845', '2011/0029235', '2011/0029301', '2011/0035086', '2011/0288684', '2012/0083960', '2012/0086573', '2012/0136561', '2012/0158280', '2012/0163670', '2012/0226391', '2013/0046421', '2013/0246301', '2013/0338854', '2013/0338856', '2014/0032012', '2014/0074339', '2014/0129135', '2014/0129302', '2014/0129951', '2014/0185880', '2014/0214255', '2014/0214260', '2014/0244151', '2014/0303827', '2014/0309833', '2014/0333468', '2014/0336935', '2014/0358353', '2014/0358427', '2014/0365228', '2015/0025708', '2015/0039157', '2015/0091374', '2015/0094850', '2015/0127239', '2015/0149088', '2015/0160024', '2015/0185034', '2015/0234387', '2015/0248131', '2015/0254986', '2015/0268665', '2015/0271290', '2015/0292894', '2015/0336502', '2015/0336524', '2015/0338226', '2015/0338849', '2015/0339928', '2015/0348221', '2015/0356368', '2015/0359032', '2015/0370251', '2015/0375764', '2016/0009291', '2016/0016315', '2016/0033963', '2016/0071278', '2016/0171521', '2016/0189544', '2016/0251016', '2016/0334797', '2016/0342145', '2016/0351057', '2016/0358475', '2017/0060234', '2017/0067747', '2017/0084175', '2017/0123419', '2017/0123422', '2017/0124476', '2017/0126810', '2017/0132934', '2017/0162057', '2017/0248963', '2017/0248964', '2017/0316333', '2018/0033310']"
517,10042636,14,2018-08-07,5,4,"['6957186', '9582408', '2004/0172612', '2005/0097364', '2007/0220497', '2010/0257505', '2011/0099532', '2014/0201702']"
